metric,rank,noun,verb,average
comprehensibility,663,kairaku (pleasure),X ga koboreru (X spills out),1.7
comprehensibility,663,kairaku (pleasure),X wo siboridasu (Y squeezes X),1.7
comprehensibility,663,kairaku (pleasure),X wo makitirasu (Y sprinkles X),1.7
comprehensibility,663,kairaku (pleasure),X ga huttou-suru (X boils),1.7
comprehensibility,663,jouhou (information),X ga nizimu (X oozes),1.7
comprehensibility,663,jounetu (passion),X ga yodomu (X gets stagnant),1.7
comprehensibility,663,jounetu (passion),X ga nigoru (X gets cloudy),1.7
comprehensibility,663,ito (intention),X wo siboridasu (Y squeezes X),1.7
comprehensibility,663,ito (intention),X ga mitiru (X fills Y),1.7
comprehensibility,663,ai (love),X wo kakeru (Y sprays X),1.7
comprehensibility,663,ai (love),X ga yodomu (X gets stagnant),1.7
comprehensibility,663,zouo (hatred),X ga koboreru (X spills out),1.7
comprehensibility,663,jikan (time),X ga tamaru (X gets collected),1.7
comprehensibility,663,tanosisa (enjoyment),X wo maku (Y scatters X),1.7
comprehensibility,663,tanosisa (enjoyment),X wo abiseru (Y showers X),1.7
comprehensibility,663,abura (oil),X de susugu (Y rinses Z with X),1.7
comprehensibility,663,zetubou (despair),X wo abiseru (Y showers X),1.7
comprehensibility,663,zetubou (despair),X ga tamaru (X gets collected),1.7
comprehensibility,663,oto (sound),X ga mitiru (X fills Y),1.7
comprehensibility,699,ari (ant),X ga nagarederu (X flows out),1.6
comprehensibility,699,ari (ant),X ga ahureru (X overflows),1.6
comprehensibility,699,nioi (smell),X ga hotobasiru (X spurts),1.6
comprehensibility,699,huan (anxiety),X ga simiru (X soaks into Y),1.6
comprehensibility,699,huan (anxiety),X wo kakeru (Y sprays X),1.6
comprehensibility,699,huan (anxiety),X wo abiseru (Y showers X),1.6
comprehensibility,699,roudou (labor),X wo siboridasu (Y squeezes X),1.6
comprehensibility,699,roudou (labor),X ga nizimu (X oozes),1.6
comprehensibility,699,koe (voice),X ni sizumu (Y sinks into X),1.6
comprehensibility,699,sitto (envy),X ni hitaru (Y soaks in X),1.6
comprehensibility,699,kairaku (pleasure),X ni hitasu (Y dips Z in X),1.6
comprehensibility,699,kyouhu (fear),X wo maku (Y scatters X),1.6
comprehensibility,699,kyouhu (fear),X ni hitasu (Y dips Z in X),1.6
comprehensibility,699,jounetu (passion),X ga tamaru (X gets collected),1.6
comprehensibility,699,jounetu (passion),X ga moreru (X leaks),1.6
comprehensibility,699,ito (intention),X ga simiru (X soaks into Y),1.6
comprehensibility,699,ito (intention),X ni oboreru (Y almost drowns in X),1.6
comprehensibility,699,zouo (hatred),X wo siboridasu (Y squeezes X),1.6
comprehensibility,699,jikan (time),X ga ahureru (X overflows),1.6
comprehensibility,699,jikan (time),X ni oboreru (Y almost drowns in X),1.6
comprehensibility,699,tanosisa (enjoyment),X wo makitirasu (Y sprinkles X),1.6
comprehensibility,699,kimoti (feeling),X ga sitataru (X drips),1.6
comprehensibility,699,abura (oil),X ni hitaru (Y soaks in X),1.6
comprehensibility,699,doro (mud),X ga yodomu (X gets stagnant),1.6
comprehensibility,699,suna (sand),X ga sitataru (X drips),1.6
comprehensibility,699,suna (sand),X ga nigoru (X gets cloudy),1.6
comprehensibility,699,kuuki (air),X ga waku (X gushes out),1.6
comprehensibility,699,zetubou (despair),X wo makitirasu (Y sprinkles X),1.6
comprehensibility,699,syutisin (shame),X ni hitaru (Y soaks in X),1.6
comprehensibility,728,ari (ant),X wo makitirasu (Y sprinkles X),1.5
comprehensibility,728,ari (ant),X ga nagareru (X flows),1.5
comprehensibility,728,nioi (smell),X wo kakeru (Y sprays X),1.5
comprehensibility,728,nioi (smell),X wo siboridasu (Y squeezes X),1.5
comprehensibility,728,nioi (smell),X ga sitataru (X drips),1.5
comprehensibility,728,huan (anxiety),X wo siboridasu (Y squeezes X),1.5
comprehensibility,728,huan (anxiety),X ga sitataru (X drips),1.5
comprehensibility,728,hikari (light),X ga simiru (X soaks into Y),1.5
comprehensibility,728,roudou (labor),X ni sizumu (Y sinks into X),1.5
comprehensibility,728,roudou (labor),X ga waku (X gushes out),1.5
comprehensibility,728,yorokobi (delight),X ni uku (Y floats on X),1.5
comprehensibility,728,yorokobi (delight),X ga nigoru (X gets cloudy),1.5
comprehensibility,728,koe (voice),X wo sosogu (Y pours X),1.5
comprehensibility,728,koe (voice),X ni oboreru (Y almost drowns in X),1.5
comprehensibility,728,koe (voice),X ga sitataru (X drips),1.5
comprehensibility,728,sitto (envy),X wo kumitoru (Y scoops up X),1.5
comprehensibility,728,ansin (relief),X ga koboreru (X spills out),1.5
comprehensibility,728,ansin (relief),X ga nagarederu (X flows out),1.5
comprehensibility,728,ansin (relief),X ga yodomu (X gets stagnant),1.5
comprehensibility,728,ansin (relief),X ga tamaru (X gets collected),1.5
comprehensibility,728,kibou (hope),X ga sumu (X gets clear),1.5
comprehensibility,728,kairaku (pleasure),X ga simiru (X soaks into Y),1.5
comprehensibility,728,kyouhu (fear),X wo sosogu (Y pours X),1.5
comprehensibility,728,jouhou (information),X ga huttou-suru (X boils),1.5
comprehensibility,728,jouhou (information),X ni hitasu (Y dips Z in X),1.5
comprehensibility,728,jouhou (information),X wo nomu (Y drinks X),1.5
comprehensibility,728,ito (intention),X wo abiseru (Y showers X),1.5
comprehensibility,728,ai (love),X ga sitataru (X drips),1.5
comprehensibility,728,ai (love),X ga nigoru (X gets cloudy),1.5
comprehensibility,728,kanjou (emotion),X wo kakeru (Y sprays X),1.5
comprehensibility,728,kanjou (emotion),X wo tarasu (Y drops X),1.5
comprehensibility,728,kanjou (emotion),X wo maku (Y scatters X),1.5
comprehensibility,728,zouo (hatred),X ga yodomu (X gets stagnant),1.5
comprehensibility,728,jikan (time),X ga koboreru (X spills out),1.5
comprehensibility,728,jikan (time),X ga nagarederu (X flows out),1.5
comprehensibility,728,jikan (time),X ga waku (X gushes out),1.5
comprehensibility,728,tanosisa (enjoyment),X ni hitasu (Y dips Z in X),1.5
comprehensibility,728,kimoti (feeling),X ni tukaru (Y gets submerged in X),1.5
comprehensibility,728,doro (mud),X ga huttou-suru (X boils),1.5
comprehensibility,728,suimin (sleep),X ni hitaru (Y soaks in X),1.5
comprehensibility,728,syutisin (shame),X ga simiru (X soaks into Y),1.5
comprehensibility,728,syutisin (shame),X ni hitasu (Y dips Z in X),1.5
comprehensibility,728,syutisin (shame),X ga sitataru (X drips),1.5
comprehensibility,728,syutisin (shame),X wo nomu (Y drinks X),1.5
comprehensibility,728,kotoba (word),X ga sumu (X gets clear),1.5
comprehensibility,728,oto (sound),X ni sizumu (Y sinks into X),1.5
comprehensibility,774,ari (ant),X wo tarasu (Y drops X),1.4
comprehensibility,774,ari (ant),X ni tukaru (Y gets submerged in X),1.4
comprehensibility,774,ari (ant),X wo nomu (Y drinks X),1.4
comprehensibility,774,nioi (smell),X wo susuru (Y sips X),1.4
comprehensibility,774,nioi (smell),X ni tukaru (Y gets submerged in X),1.4
comprehensibility,774,keeki (cake),X wo susuru (Y sips X),1.4
comprehensibility,774,keeki (cake),X wo nomu (Y drinks X),1.4
comprehensibility,774,human (complaint),X ga nigoru (X gets cloudy),1.4
comprehensibility,774,hikari (light),X wo tarasu (Y drops X),1.4
comprehensibility,774,hikari (light),X ni sizumu (Y sinks into X),1.4
comprehensibility,774,hikari (light),X ni tukaru (Y gets submerged in X),1.4
comprehensibility,774,yuuki (bravery),X wo maku (Y scatters X),1.4
comprehensibility,774,yuuki (bravery),X wo makitirasu (Y sprinkles X),1.4
comprehensibility,774,koe (voice),X ni tukaru (Y gets submerged in X),1.4
comprehensibility,774,sitto (envy),X wo maku (Y scatters X),1.4
comprehensibility,774,sitto (envy),X wo sosogu (Y pours X),1.4
comprehensibility,774,iwa (rock),X wo maku (Y scatters X),1.4
comprehensibility,774,iwa (rock),X wo abiseru (Y showers X),1.4
comprehensibility,774,kibou (hope),X wo siboridasu (Y squeezes X),1.4
comprehensibility,774,kibou (hope),X ni tukaru (Y gets submerged in X),1.4
comprehensibility,774,kairaku (pleasure),X ga nagareru (X flows),1.4
comprehensibility,774,kairaku (pleasure),X ga nizimu (X oozes),1.4
comprehensibility,774,ikari (anger),X ga nagareru (X flows),1.4
comprehensibility,774,ikari (anger),X ni hitaru (Y soaks in X),1.4
comprehensibility,774,kanasimi (sorrow),X ga yodomu (X gets stagnant),1.4
comprehensibility,774,jouhou (information),X wo sosogu (Y pours X),1.4
comprehensibility,774,jounetu (passion),X ni tukaru (Y gets submerged in X),1.4
comprehensibility,774,ito (intention),X ni sizumu (Y sinks into X),1.4
comprehensibility,774,ito (intention),X ga sumu (X gets clear),1.4
comprehensibility,774,kanjou (emotion),X ni uku (Y floats on X),1.4
comprehensibility,774,tanosisa (enjoyment),X ga yodomu (X gets stagnant),1.4
comprehensibility,774,tanosisa (enjoyment),X ga moreru (X leaks),1.4
comprehensibility,774,tanosisa (enjoyment),X ga sumu (X gets clear),1.4
comprehensibility,774,abura (oil),X ni oboreru (Y almost drowns in X),1.4
comprehensibility,774,suna (sand),X ga simiru (X soaks into Y),1.4
comprehensibility,774,suna (sand),X ga hotobasiru (X spurts),1.4
comprehensibility,774,suna (sand),X ga yodomu (X gets stagnant),1.4
comprehensibility,774,suna (sand),X wo nomu (Y drinks X),1.4
comprehensibility,774,kuuki (air),X wo kumitoru (Y scoops up X),1.4
comprehensibility,774,kuuki (air),X ni hitasu (Y dips Z in X),1.4
comprehensibility,774,kuuki (air),X wo nomu (Y drinks X),1.4
comprehensibility,774,zetubou (despair),X ga hotobasiru (X spurts),1.4
comprehensibility,774,zetubou (despair),X ga waku (X gushes out),1.4
comprehensibility,774,syutisin (shame),X ga huttou-suru (X boils),1.4
comprehensibility,774,syutisin (shame),X wo abiseru (Y showers X),1.4
comprehensibility,774,syutisin (shame),X ga moreru (X leaks),1.4
comprehensibility,774,syutisin (shame),X ni tukaru (Y gets submerged in X),1.4
comprehensibility,774,kotoba (word),X ni tukaru (Y gets submerged in X),1.4
comprehensibility,774,kinsen (money),X wo kumitoru (Y scoops up X),1.4
comprehensibility,774,kinsen (money),X ni hitasu (Y dips Z in X),1.4
comprehensibility,774,kinsen (money),X ga sumu (X gets clear),1.4
comprehensibility,774,oto (sound),X ga sitataru (X drips),1.4
comprehensibility,826,nioi (smell),X ni sizumu (Y sinks into X),1.3
comprehensibility,826,nioi (smell),X ga huttou-suru (X boils),1.3
comprehensibility,826,keeki (cake),X ni hitasu (Y dips Z in X),1.3
comprehensibility,826,huan (anxiety),X ga sumu (X gets clear),1.3
comprehensibility,826,human (complaint),X wo sosogu (Y pours X),1.3
comprehensibility,826,human (complaint),X ni tukaru (Y gets submerged in X),1.3
comprehensibility,826,human (complaint),X ga sumu (X gets clear),1.3
comprehensibility,826,roudou (labor),X ga tamaru (X gets collected),1.3
comprehensibility,826,yuuki (bravery),X wo abiseru (Y showers X),1.3
comprehensibility,826,yorokobi (delight),X wo tarasu (Y drops X),1.3
comprehensibility,826,yorokobi (delight),X ga sumu (X gets clear),1.3
comprehensibility,826,koe (voice),X ga tamaru (X gets collected),1.3
comprehensibility,826,sitto (envy),X wo siboridasu (Y squeezes X),1.3
comprehensibility,826,ansin (relief),X ni sizumu (Y sinks into X),1.3
comprehensibility,826,iwa (rock),X wo tarasu (Y drops X),1.3
comprehensibility,826,kibou (hope),X ga nagareru (X flows),1.3
comprehensibility,826,kibou (hope),X wo nomu (Y drinks X),1.3
comprehensibility,826,kyouhu (fear),X ga koboreru (X spills out),1.3
comprehensibility,826,kyouhu (fear),X ga sitataru (X drips),1.3
comprehensibility,826,kanasimi (sorrow),X wo abiseru (Y showers X),1.3
comprehensibility,826,jikan (time),X ga moreru (X leaks),1.3
comprehensibility,826,jikan (time),X ni tukaru (Y gets submerged in X),1.3
comprehensibility,826,tanosisa (enjoyment),X ga tamaru (X gets collected),1.3
comprehensibility,826,tanosisa (enjoyment),X ga nigoru (X gets cloudy),1.3
comprehensibility,826,abura (oil),X wo susuru (Y sips X),1.3
comprehensibility,826,doro (mud),X ga hotobasiru (X spurts),1.3
comprehensibility,826,rikai (understanding),X ga waku (X gushes out),1.3
comprehensibility,826,rikai (understanding),X ni oboreru (Y almost drowns in X),1.3
comprehensibility,826,suna (sand),X wo siboridasu (Y squeezes X),1.3
comprehensibility,826,suna (sand),X ga waku (X gushes out),1.3
comprehensibility,826,kuuki (air),X de susugu (Y rinses Z with X),1.3
comprehensibility,826,kuuki (air),X ga huttou-suru (X boils),1.3
comprehensibility,826,zetubou (despair),X ga nagarederu (X flows out),1.3
comprehensibility,826,kotoba (word),X ga tamaru (X gets collected),1.3
comprehensibility,826,kinsen (money),X wo susuru (Y sips X),1.3
comprehensibility,826,kinsen (money),X ga nizimu (X oozes),1.3
comprehensibility,826,kinsen (money),X ga moreru (X leaks),1.3
comprehensibility,863,nioi (smell),X ni hitasu (Y dips Z in X),1.2
comprehensibility,863,keeki (cake),X wo siboridasu (Y squeezes X),1.2
comprehensibility,863,keeki (cake),X ga nagareru (X flows),1.2
comprehensibility,863,keeki (cake),X ga ahureru (X overflows),1.2
comprehensibility,863,huan (anxiety),X ga yodomu (X gets stagnant),1.2
comprehensibility,863,huan (anxiety),X wo nomu (Y drinks X),1.2
comprehensibility,863,human (complaint),X ga nagareru (X flows),1.2
comprehensibility,863,human (complaint),X ni hitasu (Y dips Z in X),1.2
comprehensibility,863,human (complaint),X ga yodomu (X gets stagnant),1.2
comprehensibility,863,hikari (light),X wo kakeru (Y sprays X),1.2
comprehensibility,863,hikari (light),X ni hitasu (Y dips Z in X),1.2
comprehensibility,863,roudou (labor),X ga simiru (X soaks into Y),1.2
comprehensibility,863,roudou (labor),X wo kumitoru (Y scoops up X),1.2
comprehensibility,863,roudou (labor),X ga ahureru (X overflows),1.2
comprehensibility,863,yuuki (bravery),X wo kakeru (Y sprays X),1.2
comprehensibility,863,yuuki (bravery),X ni hitaru (Y soaks in X),1.2
comprehensibility,863,yuuki (bravery),X ga sitataru (X drips),1.2
comprehensibility,863,koe (voice),X ga huttou-suru (X boils),1.2
comprehensibility,863,sitto (envy),X ga nagareru (X flows),1.2
comprehensibility,863,sitto (envy),X wo abiseru (Y showers X),1.2
comprehensibility,863,sitto (envy),X ni tukaru (Y gets submerged in X),1.2
comprehensibility,863,ansin (relief),X ga hotobasiru (X spurts),1.2
comprehensibility,863,ansin (relief),X wo siboridasu (Y squeezes X),1.2
comprehensibility,863,ansin (relief),X ni hitasu (Y dips Z in X),1.2
comprehensibility,863,kibou (hope),X ni sizumu (Y sinks into X),1.2
comprehensibility,863,kibou (hope),X ga huttou-suru (X boils),1.2
comprehensibility,863,kibou (hope),X ga nagarederu (X flows out),1.2
comprehensibility,863,kairaku (pleasure),X ga tamaru (X gets collected),1.2
comprehensibility,863,ikari (anger),X ga simiru (X soaks into Y),1.2
comprehensibility,863,ikari (anger),X wo maku (Y scatters X),1.2
comprehensibility,863,ikari (anger),X ni tukaru (Y gets submerged in X),1.2
comprehensibility,863,kanasimi (sorrow),X ga nagareru (X flows),1.2
comprehensibility,863,ito (intention),X ga koboreru (X spills out),1.2
comprehensibility,863,ito (intention),X wo sosogu (Y pours X),1.2
comprehensibility,863,zouo (hatred),X ni hitasu (Y dips Z in X),1.2
comprehensibility,863,jikan (time),X ga uzumaku (X whirls),1.2
comprehensibility,863,kimoti (feeling),X wo kakeru (Y sprays X),1.2
comprehensibility,863,kimoti (feeling),X wo susuru (Y sips X),1.2
comprehensibility,863,kimoti (feeling),X ni uku (Y floats on X),1.2
comprehensibility,863,rikai (understanding),X ga koboreru (X spills out),1.2
comprehensibility,863,rikai (understanding),X ga hotobasiru (X spurts),1.2
comprehensibility,863,rikai (understanding),X ga nagarederu (X flows out),1.2
comprehensibility,863,rikai (understanding),X ni hitaru (Y soaks in X),1.2
comprehensibility,863,suna (sand),X ga sumu (X gets clear),1.2
comprehensibility,863,kuuki (air),X wo maku (Y scatters X),1.2
comprehensibility,863,kuuki (air),X wo sosogu (Y pours X),1.2
comprehensibility,863,syutisin (shame),X wo tarasu (Y drops X),1.2
comprehensibility,863,syutisin (shame),X wo makitirasu (Y sprinkles X),1.2
comprehensibility,863,kotoba (word),X wo tarasu (Y drops X),1.2
comprehensibility,863,kinsen (money),X ni hitaru (Y soaks in X),1.2
comprehensibility,863,oto (sound),X wo sosogu (Y pours X),1.2
comprehensibility,914,ari (ant),X ga koboreru (X spills out),1.1
comprehensibility,914,ari (ant),X wo kumitoru (Y scoops up X),1.1
comprehensibility,914,ari (ant),X ni oboreru (Y almost drowns in X),1.1
comprehensibility,914,nioi (smell),X ni oboreru (Y almost drowns in X),1.1
comprehensibility,914,keeki (cake),X wo kakeru (Y sprays X),1.1
comprehensibility,914,keeki (cake),X wo maku (Y scatters X),1.1
comprehensibility,914,keeki (cake),X ga tamaru (X gets collected),1.1
comprehensibility,914,keeki (cake),X ni tukaru (Y gets submerged in X),1.1
comprehensibility,914,hikari (light),X wo siboridasu (Y squeezes X),1.1
comprehensibility,914,roudou (labor),X wo maku (Y scatters X),1.1
comprehensibility,914,yuuki (bravery),X ga huttou-suru (X boils),1.1
comprehensibility,914,yuuki (bravery),X ni uku (Y floats on X),1.1
comprehensibility,914,yuuki (bravery),X ni oboreru (Y almost drowns in X),1.1
comprehensibility,914,yuuki (bravery),X ni tukaru (Y gets submerged in X),1.1
comprehensibility,914,yuuki (bravery),X wo nomu (Y drinks X),1.1
comprehensibility,914,koe (voice),X wo maku (Y scatters X),1.1
comprehensibility,914,sitto (envy),X ga simiru (X soaks into Y),1.1
comprehensibility,914,sitto (envy),X wo tarasu (Y drops X),1.1
comprehensibility,914,ansin (relief),X ga simiru (X soaks into Y),1.1
comprehensibility,914,ansin (relief),X wo kumitoru (Y scoops up X),1.1
comprehensibility,914,ansin (relief),X wo abiseru (Y showers X),1.1
comprehensibility,914,ansin (relief),X ga moreru (X leaks),1.1
comprehensibility,914,ansin (relief),X ga nigoru (X gets cloudy),1.1
comprehensibility,914,iwa (rock),X wo kakeru (Y sprays X),1.1
comprehensibility,914,iwa (rock),X ga sitataru (X drips),1.1
comprehensibility,914,iwa (rock),X ni tukaru (Y gets submerged in X),1.1
comprehensibility,914,kibou (hope),X ni uku (Y floats on X),1.1
comprehensibility,914,kibou (hope),X ni oboreru (Y almost drowns in X),1.1
comprehensibility,914,kairaku (pleasure),X wo susuru (Y sips X),1.1
comprehensibility,914,ikari (anger),X ga sitataru (X drips),1.1
comprehensibility,914,kanasimi (sorrow),X ni uku (Y floats on X),1.1
comprehensibility,914,jouhou (information),X ni uku (Y floats on X),1.1
comprehensibility,914,jounetu (passion),X ni hitasu (Y dips Z in X),1.1
comprehensibility,914,ito (intention),X wo maku (Y scatters X),1.1
comprehensibility,914,ito (intention),X ni hitaru (Y soaks in X),1.1
comprehensibility,914,ito (intention),X ni tukaru (Y gets submerged in X),1.1
comprehensibility,914,ai (love),X ga sumu (X gets clear),1.1
comprehensibility,914,zouo (hatred),X wo tarasu (Y drops X),1.1
comprehensibility,914,zouo (hatred),X ga nagareru (X flows),1.1
comprehensibility,914,doro (mud),X ga sumu (X gets clear),1.1
comprehensibility,914,rikai (understanding),X wo sosogu (Y pours X),1.1
comprehensibility,914,rikai (understanding),X ga yodomu (X gets stagnant),1.1
comprehensibility,914,rikai (understanding),X ga uzumaku (X whirls),1.1
comprehensibility,914,rikai (understanding),X ga nizimu (X oozes),1.1
comprehensibility,914,suimin (sleep),X ga tamaru (X gets collected),1.1
comprehensibility,914,suimin (sleep),X ga ahureru (X overflows),1.1
comprehensibility,914,suna (sand),X ni hitaru (Y soaks in X),1.1
comprehensibility,914,zetubou (despair),X ga simiru (X soaks into Y),1.1
comprehensibility,914,zetubou (despair),X ga koboreru (X spills out),1.1
comprehensibility,914,zetubou (despair),X wo susuru (Y sips X),1.1
comprehensibility,914,zetubou (despair),X wo maku (Y scatters X),1.1
comprehensibility,914,zetubou (despair),X wo sosogu (Y pours X),1.1
comprehensibility,914,zetubou (despair),X ga nagareru (X flows),1.1
comprehensibility,914,kotoba (word),X ni hitasu (Y dips Z in X),1.1
comprehensibility,914,kinsen (money),X ga yodomu (X gets stagnant),1.1
comprehensibility,914,kinsen (money),X ni tukaru (Y gets submerged in X),1.1
comprehensibility,914,kinsen (money),X ga nigoru (X gets cloudy),1.1
comprehensibility,914,oto (sound),X wo maku (Y scatters X),1.1
comprehensibility,914,oto (sound),X ga huttou-suru (X boils),1.1
comprehensibility,914,oto (sound),X ga tamaru (X gets collected),1.1
comprehensibility,974,ari (ant),X ni sizumu (Y sinks into X),1.0
comprehensibility,974,ari (ant),X ga nizimu (X oozes),1.0
comprehensibility,974,ari (ant),X ga moreru (X leaks),1.0
comprehensibility,974,neko (cat),X ga mitiru (X fills Y),1.0
comprehensibility,974,nioi (smell),X wo sosogu (Y pours X),1.0
comprehensibility,974,keeki (cake),X ga moreru (X leaks),1.0
comprehensibility,974,huan (anxiety),X wo susuru (Y sips X),1.0
comprehensibility,974,huan (anxiety),X wo tarasu (Y drops X),1.0
comprehensibility,974,human (complaint),X ni oboreru (Y almost drowns in X),1.0
comprehensibility,974,human (complaint),X ga sitataru (X drips),1.0
comprehensibility,974,roudou (labor),X ga hotobasiru (X spurts),1.0
comprehensibility,974,ansin (relief),X wo makitirasu (Y sprinkles X),1.0
comprehensibility,974,ansin (relief),X ga sitataru (X drips),1.0
comprehensibility,974,iwa (rock),X ga simiru (X soaks into Y),1.0
comprehensibility,974,iwa (rock),X ga hotobasiru (X spurts),1.0
comprehensibility,974,iwa (rock),X ni sizumu (Y sinks into X),1.0
comprehensibility,974,kairaku (pleasure),X ga moreru (X leaks),1.0
comprehensibility,974,kairaku (pleasure),X wo nomu (Y drinks X),1.0
comprehensibility,974,kyouhu (fear),X wo tarasu (Y drops X),1.0
comprehensibility,974,kyouhu (fear),X ga nagareru (X flows),1.0
comprehensibility,974,kanasimi (sorrow),X wo susuru (Y sips X),1.0
comprehensibility,974,kanasimi (sorrow),X ga nigoru (X gets cloudy),1.0
comprehensibility,974,jounetu (passion),X ni sizumu (Y sinks into X),1.0
comprehensibility,974,jounetu (passion),X wo nomu (Y drinks X),1.0
comprehensibility,974,ito (intention),X wo makitirasu (Y sprinkles X),1.0
comprehensibility,974,ai (love),X ga nagareru (X flows),1.0
comprehensibility,974,zouo (hatred),X ga simiru (X soaks into Y),1.0
comprehensibility,974,zouo (hatred),X wo susuru (Y sips X),1.0
comprehensibility,974,zouo (hatred),X ga sumu (X gets clear),1.0
comprehensibility,974,zouo (hatred),X wo nomu (Y drinks X),1.0
comprehensibility,974,tanosisa (enjoyment),X ga nagareru (X flows),1.0
comprehensibility,974,rikai (understanding),X ga moreru (X leaks),1.0
comprehensibility,974,suimin (sleep),X ga simiru (X soaks into Y),1.0
comprehensibility,974,suimin (sleep),X ga mitiru (X fills Y),1.0
comprehensibility,974,suna (sand),X wo susuru (Y sips X),1.0
comprehensibility,974,suna (sand),X ga nizimu (X oozes),1.0
comprehensibility,974,syutisin (shame),X wo siboridasu (Y squeezes X),1.0
comprehensibility,974,kotoba (word),X ga sitataru (X drips),1.0
comprehensibility,974,kinsen (money),X ga sitataru (X drips),1.0
comprehensibility,974,kinsen (money),X wo nomu (Y drinks X),1.0
comprehensibility,974,oto (sound),X de susugu (Y rinses Z with X),1.0
comprehensibility,974,oto (sound),X wo tarasu (Y drops X),1.0
comprehensibility,974,oto (sound),X ni uku (Y floats on X),1.0
comprehensibility,1017,neko (cat),X wo nomu (Y drinks X),0.9
comprehensibility,1017,nioi (smell),X wo tarasu (Y drops X),0.9
comprehensibility,1017,human (complaint),X wo kakeru (Y sprays X),0.9
